基準日,町丁目名,秘匿区分,男女別,世帯数,総数,合算総数,０歳,１歳,２歳,３歳,４歳,５歳,６歳,７歳,８歳,９歳,１０歳,１１歳,１２歳,１３歳,１４歳,１５歳,１６歳,１７歳,１８歳,１９歳,２０歳,２１歳,２２歳,２３歳,２４歳,２５歳,２６歳,２７歳,２８歳,２９歳,３０歳,３１歳,３２歳,３３歳,３４歳,３５歳,３６歳,３７歳,３８歳,３９歳,４０歳,４１歳,４２歳,４３歳,４４歳,４５歳,４６歳,４７歳,４８歳,４９歳,５０歳,５１歳,５２歳,５３歳,５４歳,５５歳,５６歳,５７歳,５８歳,５９歳,６０歳,６１歳,６２歳,６３歳,６４歳,６５歳,６６歳,６７歳,６８歳,６９歳,７０歳,７１歳,７２歳,７３歳,７４歳,７５歳,７６歳,７７歳,７８歳,７９歳,８０歳,８１歳,８２歳,８３歳,８４歳,８５歳,８６歳,８７歳,８８歳,８９歳,９０歳,９１歳,９２歳,９３歳,９４歳,９５歳,９６歳,９７歳,９８歳,９９歳,１００歳以上,不明
2020/3/31,新喜多東１丁目,,女,0,1364,0,7,9,15,7,9,6,11,11,7,9,11,15,17,9,15,17,8,10,23,21,21,25,24,17,24,20,7,12,22,15,10,12,15,19,16,11,14,18,15,19,29,17,22,24,22,24,25,28,26,34,30,29,24,17,20,24,25,20,20,17,21,13,9,9,7,12,11,4,15,11,14,14,12,13,4,8,11,8,17,10,15,6,7,8,10,9,7,2,7,3,5,0,1,1,1,3,1,2,3,0,0,0
2020/3/31,新喜多東１丁目,,計,1241,2636,0,17,23,29,18,20,18,19,22,19,19,20,26,33,13,26,35,19,23,40,34,34,46,44,43,40,43,32,24,40,25,21,23,27,32,29,24,26,33,28,36,40,38,42,36,46,47,57,45,57,55,63,64,49,36,39,45,45,41,43,36,39,30,22,23,22,28,28,12,27,25,30,25,35,17,9,15,13,17,32,14,17,11,14,13,12,10,9,4,10,4,6,1,1,2,1,4,1,2,4,0,0,0
2020/3/31,新喜多東２丁目,,男,0,1581,0,7,10,6,9,15,13,16,7,9,11,12,17,15,13,20,20,26,28,21,37,34,32,17,26,17,20,14,9,15,10,19,13,10,19,21,10,13,12,15,14,16,14,14,16,19,25,33,33,43,32,47,48,44,35,44,43,31,23,22,23,11,22,20,12,11,18,14,16,17,15,16,18,20,18,6,10,8,10,10,7,4,5,5,3,5,6,4,3,2,1,2,3,2,0,0,0,0,0,0,0,0,0
2020/3/31,新喜多東２丁目,,女,0,1643,0,7,12,7,10,9,12,10,13,11,6,12,6,15,20,21,18,25,28,26,26,33,27,34,23,20,25,19,22,16,16,15,12,15,13,15,10,15,15,11,12,11,17,15,21,35,42,27,42,49,45,43,49,41,36,32,36,23,19,20,18,26,20,12,16,9,15,20,19,14,12,13,12,20,14,7,8,15,13,8,7,11,9,10,7,6,5,7,3,3,5,2,2,2,2,2,1,0,1,0,0,2,0
2020/3/31,新喜多東２丁目,,計,1406,3224,0,14,22,13,19,24,25,26,20,20,17,24,23,30,33,41,38,51,56,47,63,67,59,51,49,37,45,33,31,31,26,34,25,25,32,36,20,28,27,26,26,27,31,29,37,54,67,60,75,92,77,90,97,85,71,76,79,54,42,42,41,37,42,32,28,20,33,34,35,31,27,29,30,40,32,13,18,23,23,18,14,15,14,15,10,11,11,11,6,5,6,4,5,4,2,2,1,0,1,0,0,2,0
2020/3/31,鴫野西１丁目,,男,0,1082,0,15,21,9,11,6,10,10,6,9,5,10,4,5,4,5,4,7,7,5,5,11,6,14,11,15,11,13,16,7,22,15,28,26,28,23,24,18,21,20,15,13,18,8,18,22,23,23,18,14,15,11,16,18,13,13,8,16,13,9,15,9,11,6,12,12,10,13,10,13,17,11,14,15,11,9,6,11,11,11,6,6,6,5,8,6,6,2,3,4,4,4,0,1,1,1,0,0,1,0,0,0,0
2020/3/31,鴫野西１丁目,,女,0,1174,0,14,10,8,10,11,4,10,4,6,6,6,6,4,4,9,8,8,9,10,6,16,12,11,14,15,17,17,15,13,18,19,19,24,25,23,13,26,15,24,7,22,13,18,20,13,24,12,23,20,17,21,9,16,13,10,13,11,20,10,15,10,15,8,17,11,13,15,11,11,13,16,14,16,10,4,12,16,7,16,12,8,14,13,12,5,5,5,8,7,5,11,5,2,2,1,2,2,1,2,0,1,0
2020/3/31,鴫野西１丁目,,計,1154,2256,0,29,31,17,21,17,14,20,10,15,11,16,10,9,8,14,12,15,16,15,11,27,18,25,25,30,28,30,31,20,40,34,47,50,53,46,37,44,36,44,22,35,31,26,38,35,47,35,41,34,32,32,25,34,26,23,21,27,33,19,30,19,26,14,29,23,23,28,21,24,30,27,28,31,21,13,18,27,18,27,18,14,20,18,20,11,11,7,11,11,9,15,5,3,3,2,2,2,2,2,0,1,0
2020/3/31,鴫野西２丁目,,男,0,1837,0,16,7,11,15,16,20,5,8,20,11,8,9,12,12,10,14,6,22,19,21,20,24,23,20,24,25,24,25,24,21,22,37,25,24,34,31,32,30,33,29,21,26,21,29,21,16,28,35,37,23,45,32,29,23,24,17,14,25,29,27,21,20,19,24,27,30,34,25,24,28,28,32,26,19,12,11,14,16,14,17,10,14,7,5,4,4,10,2,2,9,8,6,0,1,3,0,0,0,0,0,0,0
2020/3/31,鴫野西２丁目,,女,0,1961,0,6,15,7,12,13,11,4,18,13,13,7,9,13,6,10,12,17,11,22,17,14,20,16,31,16,15,25,21,10,18,18,14,26,21,32,21,26,17,18,23,24,23,23,25,26,28,26,30,34,27,24,34,37,15,19,25,24,25,29,31,29,28,34,18,26,29,28,28,33,29,34,32,27,30,22,17,18,23,22,20,12,25,20,16,19,24,24,18,19,15,10,19,9,10,7,7,7,1,1,1,3,0
2020/3/31,鴫野西２丁目,,計,2082,3798,0,22,22,18,27,29,31,9,26,33,24,15,18,25,18,20,26,23,33,41,38,34,44,39,51,40,40,49,46,34,39,40,51,51,45,66,52,58,47,51,52,45,49,44,54,47,44,54,65,71,50,69,66,66,38,43,42,38,50,58,58,50,48,53,42,53,59,62,53,57,57,62,64,53,49,34,28,32,39,36,37,22,39,27,21,23,28,34,20,21,24,18,25,9,11,10,7,7,1,1,1,3,0
2020/3/31,鴫野西３丁目,,男,0,1047,0,9,10,3,6,6,7,9,4,10,7,8,11,3,9,8,6,4,5,7,15,7,10,10,12,8,6,11,9,11,8,7,8,8,11,13,10,12,16,17,18,14,19,11,14,18,14,14,16,21,10,14,11,10,8,7,16,14,13,11,10,13,8,13,12,17,10,16,21,25,20,27,28,22,22,10,13,21,19,12,17,13,10,10,6,10,6,3,5,1,2,3,4,1,0,1,0,0,1,1,0,0,0
2020/3/31,鴫野西３丁目,,女,0,1186,0,6,3,5,6,7,5,6,4,4,5,6,5,10,5,3,8,8,3,6,13,5,16,13,5,13,10,6,14,8,17,7,11,10,14,9,12,18,9,17,12,11,15,12,16,14,15,18,27,15,13,12,16,11,13,15,13,13,21,8,15,18,13,18,18,19,21,24,18,24,28,17,26,39,35,13,20,13,18,21,16,12,9,18,13,14,15,7,7,10,6,5,2,4,2,3,1,0,1,0,0,1,0
2020/3/31,鴫野西３丁目,,計,1091,2233,0,15,13,8,12,13,12,15,8,14,12,14,16,13,14,11,14,12,8,13,28,12,26,23,17,21,16,17,23,19,25,14,19,18,25,22,22,30,25,34,30,25,34,23,30,32,29,32,43,36,23,26,27,21,21,22,29,27,34,19,25,31,21,31,30,36,31,40,39,49,48,44,54,61,57,23,33,34,37,33,33,25,19,28,19,24,21,10,12,11,8,8,6,5,2,4,1,0,2,1,0,1,0
2020/3/31,鴫野西４丁目,,男,0,900,0,14,6,8,8,10,7,11,8,9,10,10,9,9,7,9,7,13,5,9,7,11,3,11,11,8,13,8,8,8,10,9,8,14,11,14,9,8,15,13,13,11,10,12,16,10,14,15,27,14,14,5,11,15,13,17,12,14,22,10,16,12,10,12,9,11,13,9,10,7,10,17,7,14,8,8,7,6,7,7,5,3,3,7,3,4,2,4,6,5,5,1,3,1,2,1,0,0,1,0,1,0,0
2020/3/31,鴫野西４丁目,,女,0,1064,0,10,14,15,9,12,8,5,9,11,8,6,9,9,5,14,11,10,10,4,9,15,14,8,16,8,8,10,10,8,12,8,12,12,8,16,10,12,17,16,16,10,9,9,20,13,28,18,20,22,12,13,19,17,13,14,17,20,15,11,11,15,17,11,12,8,8,14,12,11,9,12,13,14,13,6,10,10,12,12,8,5,3,11,10,6,9,8,9,5,4,4,5,1,4,2,6,2,2,1,1,4,0
2020/3/31,鴫野西４丁目,,計,860,1964,0,24,20,23,17,22,15,16,17,20,18,16,18,18,12,23,18,23,15,13,16,26,17,19,27,16,21,18,18,16,22,17,20,26,19,30,19,20,32,29,29,21,19,21,36,23,42,33,47,36,26,18,30,32,26,31,29,34,37,21,27,27,27,23,21,19,21,23,22,18,19,29,20,28,21,14,17,16,19,19,13,8,6,18,13,10,11,12,15,10,9,5,8,2,6,3,6,2,3,1,2,4,0
2020/3/31,鴫野西５丁目,,男,0,2118,0,18,8,12,10,7,12,10,12,9,20,21,18,17,19,25,25,23,22,29,14,32,23,17,15,18,15,14,15,14,16,24,14,20,13,22,17,19,24,18,26,13,29,39,25,34,41,35,43,42,35,33,38,39,28,25,34,34,22,18,20,25,28,18,13,24,26,29,31,34,34,34,43,44,35,20,29,28,38,33,25,24,23,27,23,25,17,16,10,12,4,2,2,4,1,1,0,1,0,0,1,0,0
2020/3/31,鴫野西５丁目,,女,0,2551,0,10,9,19,11,13,15,15,11,13,15,14,20,15,13,16,22,25,19,19,24,27,26,20,15,23,19,15,13,11,24,18,16,16,18,28,22,28,18,22,30,24,22,33,42,40,29,48,57,40,39,30,44,38,30,31,26,30,26,20,17,16,31,33,33,29,32,41,37,45,54,47,57,76,52,31,33,45,54,45,46,36,25,30,28,29,35,22,20,12,22,14,12,8,6,10,4,0,3,2,0,3,0
2020/3/31,鴫野西５丁目,,計,2354,4669,0,28,17,31,21,20,27,25,23,22,35,35,38,32,32,41,47,48,41,48,38,59,49,37,30,41,34,29,28,25,40,42,30,36,31,50,39,47,42,40,56,37,51,72,67,74,70,83,100,82,74,63,82,77,58,56,60,64,48,38,37,41,59,51,46,53,58,70,68,79,88,81,100,120,87,51,62,73,92,78,71,60,48,57,51,54,52,38,30,24,26,16,14,12,7,11,4,1,3,2,1,3,0
2020/3/31,鴫野東１丁目,,男,0,419,0,5,5,1,4,3,2,3,3,2,7,1,2,4,2,5,1,3,0,2,3,2,5,2,1,6,4,3,6,9,8,3,5,4,7,6,8,5,9,11,5,7,10,7,3,8,7,8,5,11,6,5,9,9,2,7,2,5,7,4,4,2,4,4,2,3,5,4,5,5,5,9,7,5,7,3,4,10,8,4,2,7,3,6,4,1,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0
2020/3/31,鴫野東１丁目,,女,0,462,0,5,2,7,1,2,6,1,1,1,2,0,2,2,6,0,4,2,1,2,0,3,2,3,3,6,7,8,10,9,7,4,5,9,8,11,6,5,10,5,7,3,9,9,4,4,6,7,6,5,6,5,8,9,4,5,1,3,4,4,5,7,6,3,7,3,3,4,1,6,11,11,3,7,11,5,9,8,8,6,7,1,1,5,9,6,2,4,9,3,4,0,4,3,2,1,0,0,0,0,0,0,0
2020/3/31,鴫野東１丁目,,計,471,881,0,10,7,8,5,5,8,4,4,3,9,1,4,6,8,5,5,5,1,4,3,5,7,5,4,12,11,11,16,18,15,7,10,13,15,17,14,10,19,16,12,10,19,16,7,12,13,15,11,16,12,10,17,18,6,12,3,8,11,8,9,9,10,7,9,6,8,8,6,11,16,20,10,12,18,8,13,18,16,10,9,8,4,11,13,7,3,5,9,4,4,3,4,4,2,1,0,0,0,0,0,0,0
2020/3/31,鴫野東２丁目,,男,0,707,0,8,3,12,8,4,6,9,4,2,4,8,4,5,4,5,6,5,0,7,3,7,6,7,6,6,8,9,12,20,18,10,17,3,10,14,8,7,10,9,9,9,9,16,11,13,18,10,14,3,7,13,12,10,4,6,6,8,8,6,5,17,8,3,12,9,7,11,7,6,6,8,13,11,5,7,10,6,6,15,3,3,7,4,4,5,5,2,1,1,3,2,4,2,1,0,1,0,0,0,0,1,0
