基準日,町丁目名,秘匿区分,男女別,世帯数,総数,合算総数,０歳,１歳,２歳,３歳,４歳,５歳,６歳,７歳,８歳,９歳,１０歳,１１歳,１２歳,１３歳,１４歳,１５歳,１６歳,１７歳,１８歳,１９歳,２０歳,２１歳,２２歳,２３歳,２４歳,２５歳,２６歳,２７歳,２８歳,２９歳,３０歳,３１歳,３２歳,３３歳,３４歳,３５歳,３６歳,３７歳,３８歳,３９歳,４０歳,４１歳,４２歳,４３歳,４４歳,４５歳,４６歳,４７歳,４８歳,４９歳,５０歳,５１歳,５２歳,５３歳,５４歳,５５歳,５６歳,５７歳,５８歳,５９歳,６０歳,６１歳,６２歳,６３歳,６４歳,６５歳,６６歳,６７歳,６８歳,６９歳,７０歳,７１歳,７２歳,７３歳,７４歳,７５歳,７６歳,７７歳,７８歳,７９歳,８０歳,８１歳,８２歳,８３歳,８４歳,８５歳,８６歳,８７歳,８８歳,８９歳,９０歳,９１歳,９２歳,９３歳,９４歳,９５歳,９６歳,９７歳,９８歳,９９歳,１００歳以上,不明
2011/3/31,田島４丁目,,計,640,1331,,10,5,10,11,4,8,11,7,12,7,11,9,4,16,14,5,8,11,13,8,13,10,13,7,10,17,11,11,11,18,8,9,15,20,13,14,8,11,18,22,20,21,13,12,17,18,17,12,14,12,14,10,9,16,8,12,16,20,21,15,26,25,22,30,31,12,15,24,24,26,20,19,27,26,19,24,15,22,16,20,17,19,10,13,10,8,8,9,8,6,6,7,3,4,7,4,1,4,2,,2,
2011/3/31,田島５丁目,,男,,711,,7,6,7,5,3,4,7,7,9,5,7,8,5,4,4,8,14,6,8,4,12,6,11,7,4,10,9,9,11,9,7,7,2,7,8,4,8,7,8,10,9,10,11,9,4,6,7,15,15,11,5,9,4,6,7,4,6,11,12,9,14,11,17,17,13,8,15,11,13,17,7,15,8,6,7,6,10,9,10,3,8,7,2,2,3,2,7,3,1,,2,,1,,,,1,,1,,,
2011/3/31,田島５丁目,,女,,737,,6,3,6,8,2,6,6,5,4,8,3,8,6,4,10,5,8,7,7,7,5,5,6,9,7,10,7,3,11,4,8,5,8,7,7,9,11,5,12,11,10,6,5,7,6,6,12,14,7,11,10,3,2,8,6,8,10,12,3,9,10,7,15,15,16,4,11,23,5,11,19,6,12,7,8,12,8,15,13,8,9,13,7,8,6,5,5,3,5,5,4,5,2,5,2,,,1,1,1,1,
2011/3/31,田島５丁目,,計,679,1448,,13,9,13,13,5,10,13,12,13,13,10,16,11,8,14,13,22,13,15,11,17,11,17,16,11,20,16,12,22,13,15,12,10,14,15,13,19,12,20,21,19,16,16,16,10,12,19,29,22,22,15,12,6,14,13,12,16,23,15,18,24,18,32,32,29,12,26,34,18,28,26,21,20,13,15,18,18,24,23,11,17,20,9,10,9,7,12,6,6,5,6,5,3,5,2,,1,1,2,1,1,
2011/3/31,田島６丁目,,男,,439,,3,1,6,1,2,3,1,3,2,2,6,1,6,1,6,1,4,4,5,6,4,7,7,6,3,3,9,4,5,3,4,7,2,1,5,4,4,7,4,12,6,8,8,2,8,4,4,8,7,8,5,11,5,3,12,4,8,4,5,5,5,7,6,11,12,3,4,14,9,8,12,7,4,5,2,10,4,7,6,2,2,2,3,,,,1,2,,1,,,,,,,,,,,,
2011/3/31,田島６丁目,,女,,402,,3,2,5,,1,5,2,3,2,2,8,4,5,4,3,5,4,5,3,2,3,4,6,4,9,9,4,1,3,3,2,5,3,3,8,1,2,9,7,4,6,6,8,5,6,5,6,2,3,6,6,5,5,7,1,2,5,6,4,8,7,8,5,7,3,2,4,10,7,8,6,4,4,6,12,7,3,5,4,4,4,2,3,1,2,2,1,,1,1,,2,2,1,2,1,,,,1,,
2011/3/31,田島６丁目,,計,421,841,,6,3,11,1,3,8,3,6,4,4,14,5,11,5,9,6,8,9,8,8,7,11,13,10,12,12,13,5,8,6,6,12,5,4,13,5,6,16,11,16,12,14,16,7,14,9,10,10,10,14,11,16,10,10,13,6,13,10,9,13,12,15,11,18,15,5,8,24,16,16,18,11,8,11,14,17,7,12,10,6,6,4,6,1,2,2,2,2,1,2,,2,2,1,2,1,,,,1,,
2011/3/31,巽北１丁目,,男,,751,,9,4,6,6,8,6,7,5,9,8,14,6,8,4,8,5,7,6,10,6,6,11,6,13,10,15,13,7,13,12,12,10,13,9,18,18,13,16,10,16,11,6,10,15,9,8,7,4,6,9,7,9,8,5,8,7,7,11,10,8,6,16,14,16,10,7,16,9,6,15,10,5,4,7,9,4,7,12,8,3,3,2,,1,3,1,4,,2,,,,2,1,,,,,,,,
2011/3/31,巽北１丁目,,女,,770,,5,9,5,4,13,10,11,5,6,6,10,9,9,13,6,7,5,3,7,5,9,9,13,13,11,7,8,17,14,14,9,12,11,11,14,7,13,8,7,19,12,16,8,9,7,5,12,13,5,7,12,9,4,7,5,10,8,14,7,8,16,14,13,16,8,10,5,10,7,5,14,7,4,5,12,5,6,10,6,4,2,6,1,3,5,3,3,3,4,2,2,2,1,,,,1,1,1,1,,
2011/3/31,巽北１丁目,,計,743,1521,,14,13,11,10,21,16,18,10,15,14,24,15,17,17,14,12,12,9,17,11,15,20,19,26,21,22,21,24,27,26,21,22,24,20,32,25,26,24,17,35,23,22,18,24,16,13,19,17,11,16,19,18,12,12,13,17,15,25,17,16,22,30,27,32,18,17,21,19,13,20,24,12,8,12,21,9,13,22,14,7,5,8,1,4,8,4,7,3,6,2,2,2,3,1,,,1,1,1,1,,
